active_non_producing_sales_hc,active_sales_hc,company_id,department_id,funded_units_by_vp,funded_units_in_cost_center,funded_volume_by_vp,funded_volume_in_cost_center,payroll_reg_earnings_bom_amt,rent_bom_amt,reporting_period_id,vp_id,workforce_snapshot_id
1,4,2,2,5,7,6280500,8626400,,17270.92,1,394,982
1,4,2,5,5,7,6280500,8626400,,17270.92,1,394,983
1,4,2,19,5,7,6280500,8626400,,17270.92,1,394,984
1,2,2,12,1,1,460000,460000,,-500,1,50,985
34,63,2,3,7,162,2228893,67445552,,31322.95,1,80,986
34,63,2,1,7,162,2228893,67445552,,31322.95,1,80,987
16,19,2,8,70,80,43325894,50011244,,9504.82,1,54,988
16,19,2,17,70,80,43325894,50011244,,9504.82,1,54,989
1,3,2,4,5,8,1912525,3268333,,1297.92,1,203,990
1,3,2,1,5,8,1912525,3268333,,1297.92,1,203,991
1,3,2,5,5,8,1912525,3268333,,1297.92,1,203,992
1,3,2,3,5,8,1912525,3268333,,1297.92,1,203,993
2,3,2,11,7,7,1272727,1272727,,3360.28,1,138,994
2,3,2,1,7,7,1272727,1272727,,3360.28,1,138,995
1,3,2,3,2,8,375404,1847066,,1700,1,79,996
1,3,2,2,2,8,375404,1847066,,1700,1,79,997
1,6,2,1,2,11,1787800,6057520,,,1,311,998
2,11,2,15,1,25,298493,7926378.22,,15531.8,1,262,999
2,5,2,4,3,11,813171,1762123,,1583.33,1,395,1000
1,1,2,23,1,1,198000,198000,,,1,396,1001
1,1,2,5,1,1,198000,198000,,,1,396,1002
1,1,2,7,1,1,198000,198000,,,1,396,1003
11,17,2,2,2,17,751320,6652915,,35096.88,1,174,1004
11,17,2,1,2,17,751320,6652915,,35096.88,1,174,1005
11,17,2,4,2,17,751320,6652915,,35096.88,1,174,1006
11,17,2,4,6,17,2391766,6652915,,35096.88,1,397,1007
11,17,2,1,6,17,2391766,6652915,,35096.88,1,397,1008
3,5,2,7,6,8,1883392,2284095,,3483.24,1,398,1009
3,5,2,2,6,8,1883392,2284095,,3483.24,1,398,1010
2,5,2,2,1,6,260930,1228180,,,1,399,1011
3,6,2,4,1,6,806500,4131342,,11087.45,1,373,1012
3,6,2,1,1,6,806500,4131342,,11087.45,1,373,1013
3,6,2,2,1,6,806500,4131342,,11087.45,1,373,1014
3,6,2,5,1,6,806500,4131342,,11087.45,1,373,1015
2,5,2,2,7,12,1481479,2545783,,,1,400,1016
13,21,2,2,1,23,1178000,13028569,,-3427.9,1,401,1017
5,9,2,2,7,22,4201800,13919313,,4000,1,402,1018
5,9,2,1,7,22,4201800,13919313,,4000,1,402,1019
1,4,2,3,2,7,753075,1434608,,2450,1,403,1020
9,16,2,10,19,51,11849494,29035667,,30925.6,1,59,1021
1,2,1,2,0,1,,405000,,223.25,1,404,1022
1,5,1,2,0,8,,1973691,,613.64,1,298,1023
4,11,1,2,0,25,,13653322,,861.12,1,323,1024
5,11,1,2,0,13,,9254050,,2753,1,405,1025
1,1,1,2,0,0,,,,,1,406,1026
4,4,1,19,0,0,,,,,1,407,1027
1,2,1,2,0,3,,1092207,,165.65,1,408,1028
3,5,1,2,0,9,,2150951,,5965.01,1,409,1029
6,6,1,2,0,0,,,,,1,410,1030
1,1,1,2,0,0,,,,,1,411,1031
2,3,1,2,0,3,,577268,,268.38,1,412,1032
1,1,1,2,0,0,,,,550,1,413,1033
1,2,1,2,0,1,,330400,,389.89,1,414,1034
5,8,1,2,0,4,,3261775,,,1,415,1035
1,1,1,2,0,0,,,,,1,416,1036
2,3,1,2,0,23,,6044574,,1800,1,417,1037
1,1,1,2,0,0,,,,,1,418,1038
1,1,1,2,0,0,,,,700,1,419,1039
2,3,1,2,0,23,,6044574,,1800,1,352,1040
4,4,1,19,0,0,,,,,1,420,1041
2,6,1,1,0,39,,15863938,,,1,75,1042
2,2,1,2,0,0,1401771,1949664,,766.43,1,69,1043
1,4,1,1,0,10,,4576453,,,1,44,1044
1,3,1,2,0,4,,1837400,,383.5,1,268,1045
2,2,1,2,0,0,,,,,1,421,1046
2,2,1,2,0,0,,,,267.99,1,88,1047
1,3,1,2,0,2,,950000,,787.21,1,243,1048
1,1,1,2,0,0,,,,138.19,1,422,1049
2,4,1,2,0,2,,979800,,261.34,1,423,1050
1,3,1,2,0,8,,9562250,,205.41,1,424,1051
3,4,1,2,0,27,,17995948,,18593.41,1,425,1052
2,2,1,2,0,0,,,,,1,426,1053
1,3,1,2,0,11,,4287216,,417.58,1,427,1054
3,3,1,2,0,0,,,,890.95,1,428,1055
2,6,2,4,2,7,906599,2271501,,2492.36,1,362,1056
4,11,2,4,7,21,3958090,14823107,,8864.06,1,286,1057
4,11,2,2,7,21,3958090,14823107,,8864.06,1,286,1058
4,11,2,2,14,23,3095491,5186156,,6291.45,1,287,1059
4,11,2,3,2,23,493550,5186156,,6291.45,1,289,1060
8,10,2,10,31,36,9798428,11028892,,4324.8,1,290,1061
13,21,2,14,1,23,441000,13028569,,-3427.9,1,292,1062
9,17,2,3,3,38,652138,10265552,,13891.21,1,294,1063
4,5,2,5,17,22,3928987,4694567,,6122.27,1,295,1064
4,5,2,3,17,22,3928987,4694567,,6122.27,1,295,1065
2,6,2,10,2,8,230500,1683733,,9620.21,1,296,1066
20,31,2,11,12,97,4859577,24831632.51,,17191.12,1,61,1067
8,17,2,7,6,24,3457236,12464281,,1350.17,1,297,1068
0,1,1,2,2,2,801950,801950,,234.42,1,28,1069
1,3,1,8,8,10,3538200,4770700,,917.42,1,29,1070
0,1,1,2,5,5,2787484,2787484,,4548.9,1,30,1071
10,21,2,3,7,37,1943803,10224398,,5800,1,393,1072
0,1,1,2,2,2,1091654,1091654,,107.25,1,31,1073
1,3,1,8,6,11,2899710,4287216,,417.58,1,174,1074
2,7,2,7,7,23,1173769,6055370,,8480.05,1,321,1075
3,5,2,11,9,11,1951962,2600362,,4653.83,1,365,1076
20,31,2,8,6,97,2403809,24831632.51,,17191.12,1,187,1077
20,31,2,2,6,97,2403809,24831632.51,,17191.12,1,187,1078
20,31,2,14,6,97,2403809,24831632.51,,17191.12,1,187,1079
1,9,2,12,7,26,1966213,10815428,,5150,1,381,1080
1,9,2,7,7,26,1966213,10815428,,5150,1,381,1081
1,9,2,10,7,26,1966213,10815428,,5150,1,381,1082
3,6,2,1,3,10,811950,1650786,,4360.5,1,429,1083
6,9,2,5,8,10,4440374,5437874,,5004.21,1,354,1084
3,6,2,9,1,10,3500000,8676775,,2500,1,430,1085
3,6,2,2,1,10,3500000,8676775,,2500,1,430,1086
34,63,2,8,13,162,5311322,67445552,,31322.95,1,339,1087
1,3,1,5,6,11,2899710,4287216,,417.58,1,174,1088
1,3,1,4,2,10,1232500,4770700,,917.42,1,309,1089
34,63,2,9,13,162,5311322,67445552,,31322.95,1,339,1090
34,63,2,1,13,162,5311322,67445552,,31322.95,1,339,1091
3,5,2,2,9,11,1951962,2600362,,4653.83,1,365,1092
1,5,2,3,2,11,995000,6098838,,2394.93,1,340,1093
34,63,2,14,3,162,651632,67445552,,31322.95,1,341,1094
0,1,1,10,3,3,1245425,1245425,,2072.16,1,33,1095
0,1,1,8,3,3,1245425,1245425,,2072.16,1,33,1096
0,1,1,3,3,3,1245425,1245425,,2072.16,1,33,1097
0,2,1,3,3,5,529425,1268925,,,1,225,1098
0,2,1,2,3,5,529425,1268925,,,1,225,1099
1,2,1,2,4,4,3228640,3228640,,235.74,1,369,1100
1,2,1,3,9,9,2677724,2677724,,,1,118,1101
1,2,1,1,9,9,2224497,2224497,,3318.74,1,370,1102
0,2,1,6,1,2,217687,616887,,,1,371,1103
0,1,1,1,3,3,2551500,2551500,,366.6,1,6,1104
1,2,1,2,3,3,1616776,1616776,,500,1,372,1105
2,6,1,16,7,39,3204625,15863938,,,1,373,1106
2,6,1,3,7,39,3204625,15863938,,,1,373,1107
2,3,1,2,23,23,6044574,6044574,,1800,1,374,1108
2,3,1,9,23,23,6044574,6044574,,1800,1,374,1109
8,17,2,15,6,24,3457236,12464281,,1350.17,1,297,1110
8,17,2,10,6,24,3457236,12464281,,1350.17,1,297,1111
8,17,2,3,6,24,3457236,12464281,,1350.17,1,297,1112
9,16,2,13,19,51,11849494,29035667,,30925.6,1,59,1113
2,6,2,13,8,11,4888581,6393471,,5740.14,1,298,1114
9,16,2,3,20,51,11465498,29035667,,30925.6,1,299,1115
9,16,2,2,20,51,11465498,29035667,,30925.6,1,299,1116
7,19,2,4,4,26,697145,10219421,,7448.8,1,53,1117
7,19,2,5,4,26,697145,10219421,,7448.8,1,53,1118
3,7,2,4,9,14,1486671,3286721,,5268.03,1,28,1119
2,3,2,9,19,21,4443861,4877861,,2900,1,98,1120
2,3,2,16,19,21,4443861,4877861,,2900,1,98,1121
1,2,2,12,7,7,3827959,3827959,,1207,1,194,1122
1,2,2,4,7,7,3827959,3827959,,1207,1,194,1123
1,2,2,2,7,7,3827959,3827959,,1207,1,194,1124
1,5,2,3,9,14,1386152,2419925.38,,1900,1,336,1125
1,5,2,4,9,14,1386152,2419925.38,,1900,1,336,1126
2,3,2,11,4,4,1163800,1163800,,2647.34,1,431,1127
2,3,2,2,4,4,1163800,1163800,,2647.34,1,431,1128
4,8,2,21,3,11,1125392,3323327,,5150.65,1,432,1129
4,8,2,2,3,11,1125392,3323327,,5150.65,1,432,1130
2,4,2,5,1,11,10000,3394221,,2455.72,1,433,1131
2,4,2,3,1,11,10000,3394221,,2455.72,1,433,1132
9,19,2,16,2,23,789927,6663491,,6932.46,1,434,1133
9,19,2,3,2,23,789927,6663491,,6932.46,1,434,1134
9,19,2,2,2,23,789927,6663491,,6932.46,1,434,1135
9,19,2,8,2,23,789927,6663491,,6932.46,1,434,1136
2,8,2,2,4,21,349955,3494543,,7032.88,1,435,1137
2,8,2,5,4,21,349955,3494543,,7032.88,1,435,1138
11,18,2,3,2,37,845250,13126580,,20438.33,1,436,1139
11,18,2,2,2,37,845250,13126580,,20438.33,1,436,1140
11,18,2,5,2,37,845250,13126580,,20438.33,1,436,1141
2,4,2,8,10,11,3384221,3394221,,2455.72,1,359,1142
3,5,2,7,2,6,595900,1856875,,1800,1,122,1143
3,5,2,4,2,6,595900,1856875,,1800,1,122,1144
0,1,2,4,4,4,3217287,3217287,,500,1,437,1145
0,1,2,2,4,4,3217287,3217287,,500,1,437,1146
2,5,2,4,2,9,870000,2508122,,2919.21,1,438,1147
2,5,2,12,2,9,870000,2508122,,2919.21,1,438,1148
6,10,2,7,5,13,1327414,2482885,,2000,1,21,1149
3,5,2,12,10,12,2899352,3759304,,1650,1,64,1150
8,15,2,1,4,33,1513505,12036790,,2245.42,1,439,1151
2,3,2,11,5,5,2473044,2473044,,2307,1,440,1152
2,3,2,2,5,5,2473044,2473044,,2307,1,440,1153
0,0,2,8,5,5,755946,755946,,1444.5,1,441,1154
1,2,2,21,6,6,1225394,1225394,,250,1,22,1155
1,2,2,11,6,6,1225394,1225394,,250,1,22,1156
1,8,2,19,2,19,665000,4527996,,4068.33,1,338,1157
1,8,2,7,2,19,665000,4527996,,4068.33,1,338,1158
0,0,2,3,3,3,454000,454000,,500,1,442,1159
3,8,2,10,7,16,2420132,4650032,,2370,1,443,1160
2,8,2,5,6,21,1101508,3494543,,7032.88,1,444,1161
0,0,2,10,1,6,145112,1480815,,4550,1,74,1162
9,19,2,2,2,23,778562,6663491,,6932.46,1,445,1163
9,19,2,3,2,23,778562,6663491,,6932.46,1,445,1164
9,19,2,8,2,23,778562,6663491,,6932.46,1,445,1165
9,19,2,13,1,23,768400,6663491,,6932.46,1,446,1166
9,19,2,2,1,23,768400,6663491,,6932.46,1,446,1167
3,8,2,1,7,16,2420132,4650032,,2370,1,443,1168
3,8,2,11,7,16,2420132,4650032,,2370,1,443,1169
2,5,2,12,3,9,884730,2508122,,2919.21,1,447,1170
2,5,2,8,3,9,884730,2508122,,2919.21,1,447,1171
2,5,2,2,3,9,884730,2508122,,2919.21,1,447,1172
2,5,2,3,3,9,884730,2508122,,2919.21,1,447,1173
1,3,2,10,3,6,633558,1047352,,2946,1,35,1174
0,0,2,12,1,5,427500,1174988,,3730,1,36,1175
0,0,2,9,1,5,427500,1174988,,3730,1,36,1176
0,2,2,9,7,12,1119711,2244336,,1918.81,1,37,1177
1,5,2,4,1,7,212192,1986342,,1228.48,1,38,1178
5,8,2,4,4,6,2325140,3162715,,5868.7,1,41,1179
5,8,2,12,4,6,2325140,3162715,,5868.7,1,41,1180
5,8,2,1,4,6,2325140,3162715,,5868.7,1,41,1181
13,20,2,11,5,23,2560250,9971543,,7825,1,186,1182
20,31,2,5,6,97,2403809,24831632.51,,17191.12,1,187,1183
20,31,2,3,6,97,2403809,24831632.51,,17191.12,1,187,1184
6,8,2,4,13,18,6275374,8128174,,2523.39,1,188,1185
6,8,2,5,13,18,6275374,8128174,,2523.39,1,188,1186
2,4,2,9,3,7,1799155,3876555,,,1,120,1187
2,4,2,1,3,7,1799155,3876555,,,1,120,1188
3,4,2,5,2,2,2550000,2550000,,1000,1,131,1189
15,19,2,2,4,80,2202500,47935755,,6850,1,68,1190
15,23,2,7,4,20,1827138,12350528,,11638.51,1,189,1191
15,23,2,11,4,20,1827138,12350528,,11638.51,1,189,1192
15,23,2,3,4,20,1827138,12350528,,11638.51,1,189,1193
15,23,2,5,4,20,1827138,12350528,,11638.51,1,189,1194
3,4,2,1,3,15,3298400,7913750,,9062.95,1,25,1195
20,31,2,2,3,97,563674,24831632.51,,17191.12,1,448,1196
20,31,2,1,3,97,563674,24831632.51,,17191.12,1,448,1197
20,31,2,7,3,97,563674,24831632.51,,17191.12,1,448,1198
8,17,2,11,4,47,2084952,16915354.25,,,1,449,1199
8,17,2,20,4,47,2084952,16915354.25,,,1,449,1200
8,17,2,5,5,47,1679292,16915354.25,,,1,319,1201
1,6,2,3,6,24,2982000,8861025,,,1,377,1202
1,6,2,20,6,24,2982000,8861025,,,1,377,1203
2,9,2,15,5,27,3031451,11153860,,,1,450,1204
2,9,2,13,5,27,3031451,11153860,,,1,450,1205
15,19,2,13,61,80,38156275,47935755,,6850,1,99,1206
1,3,2,2,1,5,149826,557826,,1300,1,451,1207
10,12,2,5,33,35,14621414,16094232,,7213.42,1,184,1208
10,12,2,8,33,35,14621414,16094232,,7213.42,1,184,1209
10,12,2,13,33,35,14621414,16094232,,7213.42,1,184,1210
6,14,2,2,3,33,1147492,10073187,,3118.46,1,452,1211
6,14,2,11,3,33,1147492,10073187,,3118.46,1,452,1212
6,14,2,3,3,33,1147492,10073187,,3118.46,1,452,1213
4,11,2,2,3,21,2613022,14823107,,8864.06,1,453,1214
4,11,2,3,3,21,2613022,14823107,,8864.06,1,453,1215
4,11,2,11,3,21,2613022,14823107,,8864.06,1,453,1216
2,7,2,2,11,17,7888287,10213491,,3219.2,1,454,1217
2,7,2,12,11,17,7888287,10213491,,3219.2,1,454,1218
2,7,2,3,11,17,7888287,10213491,,3219.2,1,454,1219
2,7,2,1,11,17,7888287,10213491,,3219.2,1,454,1220
10,12,2,10,33,35,14621414,16094232,,7213.42,1,184,1221
3,8,2,16,2,16,583000,6888925,,11174.5,1,455,1222
3,8,2,2,2,16,583000,6888925,,11174.5,1,455,1223
3,8,2,4,2,16,583000,6888925,,11174.5,1,455,1224
5,10,2,5,5,17,870750,4532971,,3618.84,1,456,1225
15,19,2,4,61,80,38156275,47935755,,6850,1,99,1226
5,7,2,7,14,16,10753682,11053682,,6465.98,1,334,1227
6,10,2,12,2,21,382186,9728193,,9637.62,1,457,1228
6,10,2,5,2,21,382186,9728193,,9637.62,1,457,1229
8,17,2,7,7,24,3191450,12464281,,1350.17,1,458,1230
5,8,2,5,6,21,1905151,7070806,,500,1,459,1231
5,8,2,12,6,21,1905151,7070806,,500,1,459,1232
1,5,2,16,2,11,995000,6098838,,2394.93,1,340,1233
1,5,2,1,2,11,995000,6098838,,2394.93,1,340,1234
34,63,2,2,2,162,753550,67445552,,31322.95,1,460,1235
34,63,2,7,2,162,753550,67445552,,31322.95,1,460,1236
34,63,2,14,2,162,753550,67445552,,31322.95,1,460,1237
34,63,2,10,2,162,753550,67445552,,31322.95,1,460,1238
1,4,1,9,3,10,1632294,4576453,,,1,461,1239
0,1,1,2,2,2,611700,611700,,282.7,1,290,1240
0,1,1,6,2,2,611700,611700,,282.7,1,290,1241
0,1,1,8,2,2,611700,611700,,282.7,1,290,1242
0,2,1,8,1,2,753967,1203967,,560.56,1,462,1243
0,2,1,11,1,2,753967,1203967,,560.56,1,462,1244
0,2,1,9,1,2,753967,1203967,,560.56,1,462,1245
0,2,1,1,1,2,753967,1203967,,560.56,1,462,1246
0,2,1,2,1,2,753967,1203967,,560.56,1,462,1247
0,1,1,2,3,3,1057275,1057275,,,1,296,1248
0,1,1,3,3,3,1057275,1057275,,,1,296,1249
0,1,1,11,3,3,1057275,1057275,,,1,296,1250
0,1,1,1,2,2,1966400,1966400,,336.93,1,189,1251
0,1,1,3,2,2,1966400,1966400,,336.93,1,189,1252
0,1,1,9,17,17,11371125,11371125,,617.73,1,199,1253
1,2,1,6,1,1,1240000,1240000,,267.66,1,138,1254
1,2,1,2,1,1,1240000,1240000,,267.66,1,138,1255
0,1,1,3,3,3,2285968,2285968,,,1,463,1256
0,1,1,6,3,3,2285968,2285968,,,1,463,1257
0,1,1,2,3,3,2285968,2285968,,,1,463,1258
0,1,1,7,3,3,2285968,2285968,,,1,463,1259
0,2,1,4,2,3,754522,1203522,,35.18,1,13,1260
0,1,1,11,4,4,1402460,1402460,,500,1,464,1261
2,8,1,2,2,20,629500,9324945,,500,1,19,1262
2,8,1,2,6,20,4081500,9324945,,500,1,465,1263
2,6,2,4,2,6,1671500,4714507,,6084.34,1,466,1264
2,6,2,11,1,6,583000,4714507,,6084.34,1,320,1265
2,6,2,10,1,6,583000,4714507,,6084.34,1,320,1266
2,6,2,1,1,6,583000,4714507,,6084.34,1,320,1267
0,0,2,8,4,4,1427056,1427056,,4396.77,1,467,1268
0,0,2,9,4,4,1427056,1427056,,4396.77,1,467,1269
0,0,2,4,4,4,1427056,1427056,,4396.77,1,467,1270
11,17,2,4,3,20,1489250,13928730,,12444.28,1,468,1271
2,3,2,9,18,18,5346157,5346157,,3325.87,1,73,1272
2,3,2,1,18,18,5346157,5346157,,3325.87,1,73,1273
5,7,2,12,14,16,10753682,11053682,,6465.98,1,334,1274
5,7,2,1,14,16,10753682,11053682,,6465.98,1,334,1275
13,19,2,8,12,50,5777592,15125609,,6087.5,1,348,1276
2,3,2,2,4,4,1526321,1526321,,1850,1,469,1277
2,5,2,2,1,9,781850,6850100,,5648.12,1,470,1278
2,5,2,11,1,9,781850,6850100,,5648.12,1,470,1279
7,11,2,7,4,30,1936150,14570030,,6255.77,1,302,1280
3,4,2,5,12,12,4198470,4198470,,2118.1,1,388,1281
6,14,2,12,11,33,3577795,10073187,,3118.46,1,145,1282
6,14,2,1,11,33,3577795,10073187,,3118.46,1,145,1283
6,14,2,3,11,33,3577795,10073187,,3118.46,1,145,1284
0,3,2,10,1,4,399000,883873,,1500,1,389,1285
0,1,2,10,1,1,257058,257058,,,1,390,1286
8,17,2,2,1,24,958500,12464281,,1350.17,1,391,1287
2,7,2,1,8,23,2227161,6055370,,8480.05,1,94,1288
7,10,2,3,8,13,15825000,21582919,,10559.09,1,392,1289
7,10,2,11,8,13,15825000,21582919,,10559.09,1,392,1290
10,21,2,12,7,37,1943803,10224398,,5800,1,393,1291
1,4,2,8,5,7,6280500,8626400,,17270.92,1,394,1292
1,2,2,9,1,1,460000,460000,,-500,1,50,1293
1,2,2,4,1,1,460000,460000,,-500,1,50,1294
34,63,2,9,7,162,2228893,67445552,,31322.95,1,80,1295
34,63,2,12,7,162,2228893,67445552,,31322.95,1,80,1296
34,63,2,8,7,162,2228893,67445552,,31322.95,1,80,1297
34,63,2,1,27,162,9813425,67445552,,31322.95,1,191,1298
16,19,2,4,70,80,43325894,50011244,,9504.82,1,54,1299
5,7,2,10,16,18,7681942,8174634,,2327.23,1,51,1300
20,31,2,10,12,97,4859577,24831632.51,,17191.12,1,61,1301
20,31,2,3,12,97,4859577,24831632.51,,17191.12,1,61,1302
3,8,2,12,8,16,5205100,6888925,,11174.5,1,229,1303
2,6,2,11,8,11,4888581,6393471,,5740.14,1,298,1304
5,6,2,11,4,4,1486050,1486050,,1249.67,1,397,1305
7,11,2,9,8,30,2815240,14570030,,6255.77,1,62,1306
7,11,2,2,8,30,2815240,14570030,,6255.77,1,62,1307
5,6,2,2,4,4,1486050,1486050,,1249.67,1,397,1308
5,6,2,10,4,4,1486050,1486050,,1249.67,1,397,1309
2,7,2,10,7,14,4580460,9506960,,8000,1,63,1310
10,12,2,7,33,35,14621414,16094232,,7213.42,1,184,1311
34,63,2,3,6,162,967270,67445552,,31322.95,1,64,1312
13,19,2,8,9,50,3548227,15125609,,6087.5,1,81,1313
13,19,2,5,9,50,3548227,15125609,,6087.5,1,81,1314
6,8,2,9,5,18,1852800,8128174,,2523.39,1,65,1315
6,8,2,3,5,18,1852800,8128174,,2523.39,1,65,1316
6,8,2,1,5,18,1852800,8128174,,2523.39,1,65,1317
2,7,2,12,7,14,4580460,9506960,,8000,1,63,1318
2,6,2,10,7,15,3178950,6956882,,2143,1,84,1319
2,6,2,3,7,15,3178950,6956882,,2143,1,84,1320
34,63,2,3,11,162,4412219,67445552,,31322.95,1,85,1321
2,8,2,3,3,11,340989,1521859,,2000,1,86,1322
5,8,2,8,10,21,3924135,7070806,,500,1,87,1323
1,4,2,8,4,6,1897500,2993000,,4352,1,145,1324
2,4,2,9,3,4,3189550,4082355,,2825.41,1,373,1325
2,4,2,3,3,4,3189550,4082355,,2825.41,1,373,1326
2,4,2,2,4,8,862861,1786981,,2370,1,443,1327
2,4,2,13,4,8,862861,1786981,,,1,443,1328
2,5,2,7,7,13,3798878,5973378.91,,1500,1,471,1329
2,5,2,2,7,13,3798878,5973378.91,,1500,1,471,1330
5,11,2,11,6,21,1551854,6819006,,5254.4,1,472,1331
2,6,2,11,3,9,1013823,3055273,,2925.92,1,375,1332
16,26,4,4,1,49,355000,20431420,,,1,401,1333
16,26,4,1,1,49,355000,20431420,,,1,401,1334
3,5,4,3,4,5,1779000,2043000,,,1,473,1335
3,5,4,4,4,5,1779000,2043000,,,1,473,1336
2,5,1,2,2,9,444750,2337710,,739.56,1,474,1337
2,5,1,1,2,9,444750,2337710,,739.56,1,474,1338
0,1,1,6,9,9,2770777,2770777,,,1,47,1339
1,3,1,2,8,11,1789157,2418157,,,1,330,1340
0,2,1,6,1,4,525030,1456280,,3394,1,475,1341
1,3,1,5,5,11,1387506,4287216,,417.58,1,173,1342
1,2,1,6,2,2,1140000,1140000,,161.61,1,97,1343
1,4,1,2,2,20,612499,9760564,,3367.14,1,275,1344
0,1,1,10,2,2,577044,577044,,345.17,1,66,1345
0,1,1,4,2,2,577044,577044,,345.17,1,66,1346
3,5,1,8,4,5,754950,1022950,,3038.14,1,67,1347
3,8,1,8,2,17,488089,4581360,,1245,1,68,1348
3,8,1,5,2,17,488089,4581360,,1245,1,68,1349
3,8,1,2,2,17,488089,4581360,,1245,1,68,1350
2,4,1,6,1,2,1401771,1949664,,766.43,1,69,1351
1,2,1,4,2,3,1136900,1601900,,244.31,1,70,1352
2,8,1,16,4,20,1846704,9324945,,500,1,476,1353
2,8,1,2,4,20,1846704,9324945,,500,1,476,1354
2,5,2,16,7,17,2381707,4703703,,7093.9,1,58,1355
2,5,2,11,7,17,2381707,4703703,,7093.9,1,58,1356
2,6,2,2,3,8,785510,1683733,,9620.21,1,477,1357
0,3,2,3,3,21,1063428,5876758.73,,9395.17,1,478,1358
2,6,2,9,3,15,1554000,6956882,,2143,1,385,1359
2,6,2,12,3,15,1554000,6956882,,2143,1,385,1360
2,6,2,2,3,15,1554000,6956882,,2143,1,385,1361
2,6,2,10,3,15,1554000,6956882,,2143,1,385,1362
2,6,2,1,3,15,1554000,6956882,,2143,1,385,1363
2,6,2,3,3,15,1554000,6956882,,2143,1,385,1364
2,5,2,4,7,13,3798878,5973378.91,,1500,1,471,1365
2,8,2,2,3,11,340989,1521859,,2000,1,86,1366
16,19,2,7,9,80,5804350,50011244,,9504.82,1,479,1367
16,19,2,5,9,80,5804350,50011244,,9504.82,1,479,1368
16,19,2,4,9,80,5804350,50011244,,9504.82,1,479,1369
16,19,2,1,9,80,5804350,50011244,,9504.82,1,479,1370
7,19,2,5,1,26,741750,10219421,,7448.8,1,480,1371
7,19,2,8,1,26,741750,10219421,,7448.8,1,480,1372
7,19,2,1,1,26,741750,10219421,,7448.8,1,480,1373
34,63,2,11,14,162,5497833,67445552,,31322.95,1,335,1374
34,63,2,3,14,162,5497833,67445552,,31322.95,1,335,1375
13,19,2,4,18,50,3414299,15125609,,6087.5,1,110,1376
13,19,2,13,18,50,3414299,15125609,,6087.5,1,110,1377
34,63,2,8,3,162,651632,67445552,,31322.95,1,341,1378
34,63,2,4,3,162,651632,67445552,,31322.95,1,341,1379
0,2,2,11,2,9,368550,1681232,,1800,1,481,1380
7,19,2,2,5,26,1615227,10219421,,7448.8,1,482,1381
9,17,2,16,13,38,4131390,10265552,,13891.21,1,93,1382
2,4,2,3,4,5,1134500,1688500,,785,1,88,1383
6,10,2,14,2,27,945750,16635708,,6144.35,1,91,1384
6,10,2,1,2,27,945750,16635708,,6144.35,1,91,1385
9,17,2,11,13,38,4131390,10265552,,13891.21,1,93,1386
4,11,2,2,19,38,5516416,10010882,,3465,1,483,1387
4,11,2,5,19,38,5516416,10010882,,3465,1,483,1388
15,23,2,5,1,20,334650,12350528,,11638.51,1,484,1389
15,23,2,1,1,20,334650,12350528,,11638.51,1,484,1390
15,23,2,2,1,20,334650,12350528,,11638.51,1,484,1391
15,23,2,4,5,20,2003456,12350528,,11638.51,1,485,1392
15,23,2,1,5,20,2003456,12350528,,11638.51,1,485,1393
15,23,2,7,5,20,2003456,12350528,,11638.51,1,485,1394
15,23,2,5,5,20,2003456,12350528,,11638.51,1,485,1395
2,4,2,2,4,7,2077400,3876555,,,1,403,1396
4,7,2,4,4,6,815068,3201068,,9004.48,1,486,1397
4,7,2,8,4,6,815068,3201068,,9004.48,1,486,1398
4,7,2,2,4,6,815068,3201068,,9004.48,1,486,1399
1,5,2,10,1,4,512000,1907211.37,,2015.74,1,487,1400
6,8,2,3,13,18,6275374,8128174,,2523.39,1,188,1401
15,19,2,13,6,80,2808480,47935755,,6850,1,488,1402
15,19,2,1,6,80,2808480,47935755,,6850,1,488,1403
5,9,2,3,3,11,1185000,3960550,,2361.21,1,322,1404
13,19,2,16,12,50,5777592,15125609,,6087.5,1,348,1405
13,19,2,1,12,50,5777592,15125609,,6087.5,1,348,1406
13,19,2,13,12,50,5777592,15125609,,6087.5,1,348,1407
0,1,2,7,3,3,900650,900650,,689,1,288,1408
2,5,2,5,7,17,2381707,4703703,,7093.9,1,58,1409
2,5,2,1,7,17,2381707,4703703,,7093.9,1,58,1410
7,17,2,12,3,17,1040750,5710286,,7097.41,1,489,1411
7,17,2,11,3,17,1040750,5710286,,7097.41,1,489,1412
0,1,1,11,2,2,611700,611700,,282.7,1,290,1413
1,2,1,3,1,1,379050,379050,,530.05,1,399,1414
5,8,1,4,2,4,674925,3261775,,,1,490,1415
5,8,1,2,2,4,674925,3261775,,,1,490,1416
5,8,1,1,2,4,674925,3261775,,,1,490,1417
5,8,1,6,2,4,674925,3261775,,,1,490,1418
2,6,1,4,20,39,7486371,15863938,,,1,10,1419
2,6,1,16,20,39,7486371,15863938,,,1,10,1420
2,6,1,3,20,39,7486371,15863938,,,1,10,1421
1,3,1,2,6,7,1709100,1905477,,3084.71,1,177,1422
1,3,1,3,6,7,1709100,1905477,,3084.71,1,177,1423
1,5,1,6,4,8,884923,1973691,,613.64,1,491,1424
