adj_type_group_id,adj_type_id,allocation_bucket_id,company_id,compensafe_amt,compensafe_bps,compensafe_bucket_id,compensafe_event_date,compensafe_event_id,cra_net_amt,cra_paid_amt,cra_traded_amt,department_id,employee_id,inclusion_reason_id,insert_user_id,inserted_at,loan_id,net_spec_amt,payroll_reg_earnings_bom_amt,product_id,rent_bom_amt,reporting_period_id,source_row_hash,spec_bulk_adj_amt,spec_paid_amt,spec_traded_amt,state_id,vp_id
1,1,1,2,,-3.3197,1,2012-02-01,1467,,,,2,662,1,1,,337,,,36,,1,d1f74444b2c57f6f532435350153870c6aa6f915,,,,3,311
1,3,1,2,,-0.0004,1,2012-02-01,1468,,,,3,500,1,1,,337,,,36,,1,91163459089597b8cf6d1d9b7a2e5a81c3fefac8,,,,3,311
1,3,1,2,,-0.0957,1,2012-02-01,1469,,,,11,663,1,1,,337,,,36,,1,93b4ef502749357f468a0d792af1ce1eda2d65be,,,,3,311
1,3,1,2,,-1.4765,1,2017-11-13,1470,,,,2,664,1,1,,337,,,36,,1,daef9053b5edb8803942f7371a66fe129a6c3afd,,,,3,311
1,1,1,2,,-0.9156,1,2017-11-13,1471,,,,16,81,1,1,,337,,,36,,1,e542cdb5609cdd87271f69a4ebb7ef22c988fd2b,,,,3,311
3,12,3,2,,-0.1434,2,2017-11-13,1472,,,,16,81,1,1,,337,,,36,,1,ec30526cd11c09b914756530db560b66086f98dc,,,,3,311
1,7,1,2,,-0.6173,1,2019-11-13,1473,0,0,0,2,522,1,1,,338,0,,8,,1,432ebfda15a0bc73bbae5b398f650f14b2588f9c,0,0,0,9,318
1,3,1,2,,-0.0145,1,2012-02-01,1474,0,0,0,2,522,1,1,,338,0,,8,,1,b510162abfab664c69ff8bcd4aef2634a17afa44,0,0,0,9,318
1,1,1,2,,-1.6085,1,2012-02-01,1475,0,0,0,3,90,1,1,,338,0,,8,,1,d74a1694f0dbd4f552e714aaba6e00fd3400c037,0,0,0,9,318
3,12,3,2,,-0.159,2,2012-02-01,1476,0,0,0,16,81,1,1,,338,0,,8,,1,719f853a0b569b1f5fde9c3d3b8eb21142c350bc,0,0,0,9,318
9,23,9,2,,-0.4173,1,2011-07-05,1477,0,0,0,4,136,1,1,,338,0,,8,,1,5506b25ffcdade2d7fa5088414de87c2f42daaff,0,0,0,9,318
1,1,1,2,,-5.2399,1,2011-07-05,1478,0,0,0,4,136,1,1,,338,0,,8,,1,6e3a50df7b2e1b1ec7d278215686bc0dd67beca2,0,0,0,9,318
3,12,3,2,,-0.267,2,2011-07-05,1479,0,0,0,20,515,1,1,,338,0,,8,,1,a85e14519ba4194b2023c2d670c73367f91303ca,0,0,0,9,318
1,3,1,2,,-0.0057,1,2011-07-05,1480,0,0,0,8,665,2,1,,339,0,,1,,1,88fada9f96c1e052cc0e3cd76b3389ed5de5e99d,0,0,612.328125,17,310
1,1,1,2,,-5.7578,1,2010-09-01,1481,0,0,0,8,665,2,1,,339,0,,1,,1,00ab14214c5a750505238e165936f900327402bb,0,0,612.328125,17,310
7,19,6,2,,-2.0001,2,2010-09-01,1482,0,0,0,15,32,2,1,,339,0,,1,,1,bd6c3ab53b0bba742f60a55efca971fc852da9ca,0,0,612.328125,17,310
3,12,3,2,,-0.2143,2,2010-09-01,1483,0,0,0,20,666,2,1,,339,0,,1,,1,c90b91f8d4da6f29ea6a089c1ebfde018d4731b2,0,0,612.328125,17,310
1,7,1,2,,-0.0002,1,2010-09-01,1484,0,0,0,2,257,2,1,,339,0,,1,,1,593248b38d08983c7e7048ad37ae9ff1bce25927,0,0,612.328125,17,310
1,3,1,2,,-0.0025,1,2010-09-01,1485,0,0,0,3,667,1,1,,340,0,,13,,1,7b5939438a20cd1d1f29be53af74512545a75d00,0,0,0,4,379
9,23,9,2,,-2.452,1,2019-11-13,1486,0,0,0,11,663,1,1,,340,0,,13,,1,1d7cb4e21a56cf88f479749b43cb9b94be0ce1f8,0,0,0,4,379
1,1,1,2,,-1.9856,1,2019-11-13,1487,0,0,0,11,663,1,1,,340,0,,13,,1,9c86895ab7c58160bfc4f96a82d790f69225e6e0,0,0,0,4,379
1,7,1,2,,-0.0303,1,2019-11-13,1488,0,0,0,16,180,1,1,,340,0,,13,,1,0c3ce81ac25de9aae11471a3e369eb01d5cda276,0,0,0,4,379
1,1,1,2,,-1.122,1,2019-11-13,1489,0,0,0,2,256,1,1,,340,0,,13,,1,d1e2ab70bff1bee2801c6438687b8d1ec4514390,0,0,0,4,379
1,7,1,2,,-0.0001,1,2010-09-01,1490,0,0,0,2,1,1,1,,340,0,,13,,1,f3a73f29a32ccd843aab98cf7769db3a2e108d66,0,0,0,4,379
1,1,1,2,,-1.8436,1,2010-09-01,1491,0,0,0,13,458,2,1,,341,0,,13,,1,7af1875fb04e6a1541d6edb3119e08831384654d,0,0,0,23,358
3,12,3,2,,-0.4977,2,2010-09-01,1492,0,0,0,13,458,2,1,,341,0,,13,,1,5c42b7f0967d7409009380bb90a71a17430da2a7,0,0,0,23,358
1,1,1,2,,-16.6908,1,2010-09-01,1493,0,0,0,2,111,2,1,,341,0,,13,,1,ed8582d723f000eb7209ca51f265d13231d80874,0,0,0,23,358
1,3,1,2,,-0.5544,1,2010-07-13,1494,0,0,0,2,256,2,1,,341,0,,13,,1,e53a4818085878a89d14b05120a690f0f1b22e18,0,0,0,23,358
1,1,1,2,,-1.0941,1,2010-07-13,1495,0,0,0,2,1,2,1,,341,0,,13,,1,923180869dfe8b96d47cfa11c4b1e2c29657f030,0,0,0,23,358
1,3,1,2,,-0.0034,1,2010-07-13,1496,0,0,0,5,224,3,1,,342,-836.625,,20,5420.11,1,427e7f637944bb0adf4d13b93b4541a2ced2a45d,0,-836.625,915.058594,13,380
7,19,6,2,,-0.3062,2,2024-06-28,1497,0,0,0,12,78,3,1,,342,-836.625,,20,5420.11,1,4dd8141d367f3a977a1b982da4463d5350a4b755,0,-836.625,915.058594,13,380
9,23,9,2,,-1.3792,1,2019-11-13,1498,0,0,0,4,668,3,1,,342,-836.625,,20,5420.11,1,1bdd7073fd60662a18a460ad3046f97341bea2f7,0,-836.625,915.058594,13,380
1,3,1,2,,-0.0466,1,2024-06-28,1499,0,0,0,13,407,3,1,,342,-836.625,,20,5420.11,1,656832c7a3c02075e2f5092d5b97e71ba25e89bf,0,-836.625,915.058594,13,380
3,12,3,2,,-0.4482,2,2024-06-28,1500,0,0,0,13,407,3,1,,342,-836.625,,20,5420.11,1,69f4b560609a88bafb11ad5c332f2d2ca35fc164,0,-836.625,915.058594,13,380
7,19,6,2,,-0.3062,2,2024-06-28,1501,,,,12,78,2,1,,343,,,9,250,1,d46e93f8e641999dd0d4f72bdc51047505dbb464,,,,14,22
7,19,6,2,,-11.9999,2,2024-06-28,1502,,,,9,669,2,1,,343,,,9,250,1,ae0cc1a80b53d7a10a974ddbd84e4e3382b91490,,,,14,22
1,7,1,2,,-0.1232,1,2024-06-28,1503,,,,8,374,2,1,,343,,,9,250,1,fcc7c7f441f9edcc0b117ef92ca70558e2897fe9,,,,14,22
1,1,1,2,,-3.256,1,2013-09-16,1504,,,,2,53,2,1,,343,,,9,250,1,f29e8c858a349eb32afc70c6a88c2b328b7434e1,,,,14,22
3,4,3,2,,-2.8653,2,2013-09-16,1505,,,,5,670,2,1,,343,,,9,250,1,4732a9e4f768e0781d984bb6978d5c682bfc54e1,,,,14,22
1,3,1,2,,-0.0002,1,2013-09-16,1506,0,0,0,3,16,1,1,,344,,,7,5150,1,a1628b1b3fdb535fbc883a1891a9b64382ae7950,,-750.1575,961.139297,1,381
1,7,1,2,,-2.2037,1,2013-09-16,1507,0,0,0,2,671,1,1,,344,,,7,5150,1,83b976d275d856fc02a350062e55f5ddc030c868,,-750.1575,961.139297,1,381
2,2,2,2,,1.0537,1,2013-09-16,1508,,,,2,123,1,1,,345,,,21,9504.82,1,5f30f35e7f4338fa18cc57946a602504f783bdfa,,,,11,54
2,2,2,2,,1.0537,1,2013-09-16,1509,,,,2,123,1,1,,345,,,21,9504.82,1,b7c668a678334fc6fe9e7bebcf4f416241ee9811,,,,11,54
2,11,2,2,,0.0051,1,2013-09-16,1510,,,,2,123,1,1,,345,,,21,9504.82,1,458c4a9dd07a54c1ee25cf20b3785cc66ed43601,,,,11,54
5,30,5,2,,-0.074,1,2013-09-16,1511,,,,2,123,1,1,,345,,,21,9504.82,1,a29c228cd14bec6180f3de3ba2f30053c51b8225,,,,11,54
5,27,5,2,,-0.0041,1,2021-01-04,1512,,,,2,123,1,1,,345,,,21,9504.82,1,39d7d04bd69a41c42fab33b24922a36d44e23c1a,,,,11,54
5,30,5,2,,-0.0067,1,2021-05-19,1513,,,,2,123,1,1,,345,,,21,9504.82,1,30320f663873c5d85e9b6eb1feaafef38834ee76,,,,11,54
5,38,5,2,,-0.0507,1,2021-05-19,1514,,,,2,123,1,1,,345,,,21,9504.82,1,29fd0a80246fcf1464e94bf867a2bbd3e1be8096,,,,11,54
5,6,5,2,,-0.0608,1,2018-01-29,1515,,,,2,123,1,1,,345,,,21,9504.82,1,981f40d6d92894485ef9ee1e909266839cd79f7a,,,,11,54
5,15,5,2,,-0.0101,1,2014-12-15,1516,,,,2,123,1,1,,345,,,21,9504.82,1,72a96f3f582db571c341c83054562d2c22f47f50,,,,11,54
5,30,5,2,,-0.0054,1,2014-12-15,1517,,,,2,123,1,1,,345,,,21,9504.82,1,7e3cad8d98eb3d227111f6403f6ef9ccd9afe248,,,,11,54
3,12,3,2,,-1.0638,2,2014-12-15,1518,,,,1,127,1,1,,345,,,21,9504.82,1,8380b057bbecf7320a4e3e2d254484b26e08d1ab,,,,11,54
5,16,5,2,,-0.485,1,2024-03-29,1519,0,0,0,2,524,1,1,,346,0,,17,6543.12,1,f62f1541b0a6438c9cbfbd43b22e9fc2e4563e90,0,0,6204.518125,16,320
5,16,5,2,,-0.0572,1,2024-03-29,1520,0,0,0,2,524,1,1,,346,0,,17,6543.12,1,9e204d2e6105a14de06fc3d19d1aa5c9e393fd66,0,0,6204.518125,16,320
5,24,5,2,,-1.0578,1,2024-03-29,1521,0,0,0,2,524,1,1,,346,0,,17,6543.12,1,7e1ad9479cca2d323f38d6dc4d2edd2297ba7d48,0,0,6204.518125,16,320
1,3,1,2,,-0.0015,1,2018-11-19,1522,0,0,0,13,147,1,1,,346,0,,17,6543.12,1,19cb1dc749f478850645660997a79c6a4f2a7bad,0,0,6204.518125,16,320
1,7,1,2,,-0.0981,1,2018-11-19,1523,0,0,0,16,672,1,1,,346,0,,17,6543.12,1,09f29a89be1211f37caa11dbe74c36b6f5f77344,0,0,6204.518125,16,320
1,1,1,2,,-17.4147,1,2018-11-19,1524,,,,4,69,1,1,,347,,,11,2600,1,d5fe807f13f6f7e2b0eac740a6f0c3c95156b8c2,,,,12,382
1,1,1,2,,-1.5372,1,2020-03-16,1525,,,,5,45,1,1,,347,,,11,2600,1,63713798a2c2315f440145b96c3153121c97b0ef,,,,12,382
1,3,1,2,,-0.0247,1,2020-03-16,1526,0,0,0,1,95,1,1,,348,0,,38,500,1,138d18933765fc902e4340ce096c2c98d81aeae3,0,0,0,13,87
3,12,3,2,,-1.1752,2,2020-03-16,1527,0,0,0,1,95,1,1,,348,0,,38,500,1,c88c128ea1c2b944b1fc2855c3c1180e0fbac144,0,0,0,13,87
2,11,2,2,,0.0134,1,2020-03-16,1528,0,0,0,2,200,1,1,,348,0,,38,500,1,76bbc998da2dc8a20bc9a2d99666a85b30e30382,0,0,0,13,87
7,19,10,2,,-11,2,2020-03-16,1529,0,0,0,2,200,1,1,,348,0,,38,500,1,20c828b7df2dc05b9a1b1e94b65ad52065997081,0,0,0,13,87
1,7,1,2,,-1.2571,1,2019-05-01,1530,0,0,0,2,200,1,1,,348,0,,38,500,1,04b67bcf7375b334fa0ab67b16d66c2a058ce73c,0,0,0,13,87
1,7,1,2,,-0.0007,1,2019-05-01,1531,0,0,0,2,583,1,1,,348,0,,38,500,1,abf784e808d973baf545c5488a0a33d5763676d2,0,0,0,13,87
1,7,1,2,,-0.1663,1,2019-05-01,1532,0,0,0,4,590,1,1,,348,0,,38,500,1,b634b6e95d44c9500cd22dbe88318161a412e68d,0,0,0,13,87
1,1,1,2,,-3.3737,1,2013-01-28,1533,0,0,0,4,590,1,1,,348,0,,38,500,1,32ad1ac5903d4a045569b4e2663281eaf55486de,0,0,0,13,87
1,3,1,2,,-0.2945,1,2015-05-26,1534,0,0,0,8,543,2,1,,349,0,,15,6025,1,c33d24409d7156eafbeb452267f7fc56817bc377,0,0,624.13556,39,224
7,19,3,2,,-3.9999,2,2015-05-26,1535,0,0,0,21,595,2,1,,349,0,,15,6025,1,172541a51239cd230027a1ad9adbadd2782b2e99,0,0,624.13556,39,224
1,1,1,2,,-0.386,1,2015-05-26,1536,,,,4,46,1,1,,350,,,2,1300,1,57da07ffeffbab327e106cef53aacc8d10c8ece9,,,,47,383
1,1,1,2,,-0.386,1,2015-05-26,1537,,,,4,46,1,1,,350,,,2,1300,1,e908d8b717e8ab28558b6df9e16944e5bf880a19,,,,47,383
5,24,5,2,,-4.9637,1,2015-05-26,1538,,,,2,673,1,1,,350,,,2,1300,1,5aae4d916d216064bf68802a0bfff84eb1798524,,,,47,383
1,7,1,2,,-0.1683,1,2015-05-26,1539,,,,5,292,1,1,,351,,,12,3821.6,1,131cd8694401c5b8d13ce865458431f838df5f7f,,,,36,325
1,3,1,2,,-0.0863,1,2020-09-11,1540,,,,8,3,1,1,,351,,,12,3821.6,1,f14ed57b867ea09a35d3f845719eaf7c36347275,,,,36,325
1,3,1,2,,-0.4779,1,2020-09-11,1541,,,,5,674,1,1,,351,,,12,3821.6,1,d5d325afd7eb47fbd6897acd7699d87072111d8d,,,,36,325
10,36,2,2,,0.464,1,2020-09-11,1542,,,,2,542,1,1,,351,,,12,3821.6,1,48c09637be5d68cfe979dde9a00a17555f88e4c6,,,,36,325
1,7,1,2,,-2.3589,1,2023-01-13,1543,,,,2,542,1,1,,351,,,12,3821.6,1,e042078859515223381fbadcd362559e86389262,,,,36,325
1,3,1,2,,-1.9326,1,2023-01-13,1544,,,,8,543,1,1,,352,,,11,6025,1,9a31562390dbdfb60d86c97c8190e62ef04c1c61,,,,39,384
1,7,1,2,,-18.2017,1,2019-09-06,1545,,,,4,675,1,1,,352,,,11,6025,1,0d0af358cae4348417c150012ad12d9d24c04f2b,,,,39,384
1,7,1,2,,-0.0849,1,2023-01-18,1546,,,,8,676,1,1,,353,,,64,1990.49,1,ec5b3acc015a352e6562510af87207484cb47a01,,,,40,368
5,24,5,2,,,1,2023-01-18,1547,,,,2,677,1,1,,353,,,64,1990.49,1,31622f159140f955e20fae6979b22558ef173cac,,,,40,368
1,3,1,2,,-0.5429,1,2013-01-22,1548,0,0,0,11,342,1,1,,354,,,7,2143,1,cd6ef6acaed654ffedd99effac4a84a4d3cf7bc6,,0,0,16,385
1,1,1,2,,-3.8356,1,2013-01-22,1549,0,0,0,11,342,1,1,,354,,,7,2143,1,c47c4112d4e81e31a2634e81f751c85a61c93c8a,,0,0,16,385
7,19,6,2,,-0.795,2,2013-01-22,1550,0,0,0,12,87,1,1,,355,,,26,740,1,e40a9af4b99985194a1f08ca53c69f71a305e3d4,,-1762.25,2471.280273,17,386
10,36,2,2,,5.0523,1,2013-01-22,1551,0,0,0,2,678,1,1,,356,584.375,,1,6087.5,1,707dff02112df313c657f66b995d29f0d5ed8486,1821.875,-1237.5,479.6,13,387
2,26,2,2,,28.0909,1,2013-01-22,1552,0,0,0,2,678,1,1,,356,584.375,,1,6087.5,1,ce729e0abfeb70bf66adfee1e8a317f95e5c43c5,1821.875,-1237.5,479.6,13,387
1,1,1,2,,-0.3496,1,2014-01-27,1553,0,0,0,13,679,1,1,,356,584.375,,1,6087.5,1,084391f4cc84175956145c53738183556f4d29ec,1821.875,-1237.5,479.6,13,387
5,6,5,2,,-0.0046,1,2014-01-27,1554,0,0,0,2,524,1,1,,357,,,7,6543.12,1,0e6c7c267229f2c42f1e442112169fa517c8a31b,,-8437.5,17812.5,3,320
1,1,1,2,,-1.8203,1,2005-08-15,1555,0,0,0,16,672,1,1,,357,,,7,6543.12,1,b5e4fa6abd3d5e5a238bf56841fe9bf2e3a5dfd8,,-8437.5,17812.5,3,320
4,5,3,2,,-5,2,2005-08-15,1556,0,0,0,1,85,1,1,,358,0,,15,6025,1,c9f963a8f58fc6c995f2d1b459ff9b952a46a5bf,0,0,0,39,324
1,1,1,2,,-7.406,1,2005-08-15,1557,0,0,0,4,107,2,1,,359,0,,1,6255.77,1,c7ed21e50685cbcb8b26002631a1e56b17e6a122,0,0,0,41,302
7,19,6,2,,-0.6266,2,2005-08-15,1558,0,0,0,10,213,2,1,,359,0,,1,6255.77,1,f7c918fc780bc61a5c15d2dd2eac36c41765b8f3,0,0,0,41,302
2,11,2,2,,0.0363,1,2005-08-15,1559,0,0,0,2,680,2,1,,360,-359.1,,1,2118.1,1,bf17dc12e45d95750bf6c34eac80ae1844a036ff,0,-359.1,639.646875,24,388
1,7,1,2,,-2.4019,1,2005-08-15,1560,0,0,0,2,680,2,1,,360,-359.1,,1,2118.1,1,8f2104985b6b88b8aab59e969beb25dfb0aca5c0,0,-359.1,639.646875,24,388
8,22,2,2,,6.439,1,2005-08-15,1561,0,0,0,2,680,2,1,,360,-359.1,,1,2118.1,1,1d7682fbd28c5856b260a198ae7646efcfed8361,0,-359.1,639.646875,24,388
8,21,2,2,,-6.0916,1,2005-08-15,1562,0,0,0,2,680,2,1,,360,-359.1,,1,2118.1,1,2635ca16d094511e0990397528b47805e7f62f5b,0,-359.1,639.646875,24,388
1,7,1,2,,-1.131,1,2005-08-15,1563,0,0,0,1,681,2,1,,360,-359.1,,1,2118.1,1,4b7a88e31e24286ca7e6fbd842b392c95dee2c6b,0,-359.1,639.646875,24,388
1,7,1,2,,-0.0931,1,2005-08-15,1564,0,0,0,5,682,1,1,,361,0,,15,1500,1,133fe693a26a5a5e8f9847b7b726b6466a3efbda,0,0,0,23,389
2,11,2,2,,0.3133,1,2021-04-07,1565,0,0,0,2,683,1,1,,361,0,,15,1500,1,f61e9a7fe9f101d0e232de218bf0dc739b4788d0,0,0,0,23,389
6,10,7,2,,-102,2,2021-04-07,1566,0,0,0,2,683,1,1,,361,0,,15,1500,1,fd3bd0417e46ec214abea584f6526489cdfb79f9,0,0,0,23,389
1,1,1,2,,-18.0118,1,2021-04-07,1567,0,0,0,7,606,1,1,,362,0,,17,,1,d14d24ffbeaf40a2e8ac20beda27deb58d20888c,0,0,1215.000703,39,390
1,1,1,2,,-0.0141,1,2020-11-09,1568,0,0,0,7,523,1,1,,362,0,,17,,1,f4010fac7209517ace430f4b48a0a5f49dbe6271,0,0,1215.000703,39,390
1,1,1,2,,-0.2931,1,2020-11-09,1569,0,0,0,3,99,1,1,,363,,,65,1350.17,1,a4d90707e26e0a1b58673d17523997e6a1a5a784,,0,0,10,391
1,3,1,2,,-0.3467,1,2020-11-09,1570,0,0,0,3,566,1,1,,364,630,,7,8480.05,1,6ca944cef7def701a5a46b09bfcebc11bcee509e,630,0,851.76,32,94
1,1,1,2,,-1.3722,1,2020-11-09,1571,0,0,0,1,684,1,1,,365,-806.25,,7,10559.09,1,bdc1bb7983c7c7c26ae3baf22fcd26ce1b67976a,0,-806.25,2087.011719,4,392
4,29,2,2,,14.5349,1,2020-11-09,1572,0,0,0,2,198,1,1,,365,-806.25,,7,10559.09,1,b317226822ab52b6a2d973ceb4f8e748e79eab8b,0,-806.25,2087.011719,4,392
1,3,1,2,,-0.3518,1,2020-11-09,1573,0,0,0,2,685,1,1,,365,-806.25,,7,10559.09,1,8a9041cbae54faabe80c98d7fffabea5ed4f9883,0,-806.25,2087.011719,4,392
1,1,1,2,,-0.032,1,2020-11-09,1574,0,0,0,11,119,1,1,,366,,,7,5800,1,30b99f7b676a14a639bb21424cf129ab4537b101,,-295.85,0,13,393
2,46,2,2,,2.4144,1,2020-11-09,1575,0,0,0,2,686,1,1,,366,,,7,5800,1,9c71328d67b78a3d2d0b46d3eab6a0d0c087a4fc,,-295.85,0,13,393
1,1,1,2,,-1.2073,1,2020-11-09,1576,,,,4,687,1,1,,367,,,66,17270.92,1,c9d9e346448d58357c691443da291a4d5fe6ef1e,,,,13,394
7,19,6,2,,-5,2,2023-11-20,1577,,,,9,214,1,1,,367,,,66,17270.92,1,7e9ea1ca7c702c0353b2777b70510f946a8239bb,,,,13,394
8,22,2,2,,5.5618,1,2023-11-20,1578,,,,2,583,1,1,,367,,,66,17270.92,1,b0ae7b912385a12c2f9b4fb0b89b050f3db2ad96,,,,13,394
3,4,3,2,,-0.641,2,2023-11-20,1579,,,,5,688,1,1,,367,,,66,17270.92,1,5fcff8e2d430ad7cb25421cd5d6266224a169b17,,,,13,394
1,1,1,2,,-0.8055,1,2023-11-20,1580,,,,19,584,1,1,,367,,,66,17270.92,1,f45fe0cc952d1f3e28f52375d44dc9e18cacc578,,,,13,394
4,5,3,2,,-0.2564,2,2022-03-14,1581,,,,19,584,1,1,,367,,,66,17270.92,1,06140b9e4476b4e6466d198eb0f06bdd97fe404c,,,,13,394
7,19,6,2,,-0.3062,2,2024-10-21,1582,,,,12,78,1,1,,368,,,67,-500,1,335e9db2b7df13ef61edde5651a043155e69b452,,,,24,50
1,3,1,2,,-0.1496,1,2022-05-16,1583,0,0,0,11,59,1,1,,369,-914.375,,7,31322.95,1,083247ffad860a48cc003e8b99cac69b074de95f,0,-914.375,1826.708984,16,80
1,3,1,2,,-0.0002,1,2024-07-31,1584,0,0,0,3,16,1,1,,369,-914.375,,7,31322.95,1,f117425eff7108a9e179fe4be767d317c71e31cc,0,-914.375,1826.708984,16,80
1,3,1,2,,-0.0232,1,2024-07-31,1585,0,0,0,2,195,1,1,,369,-914.375,,7,31322.95,1,0f03e6695c381b0ace035458953a81bf2b0edf10,0,-914.375,1826.708984,16,80
1,1,1,2,,-0.3043,1,2024-07-31,1586,0,0,0,1,344,1,1,,369,-914.375,,7,31322.95,1,7528f0e9b6a8fe763bb28fbdf958e2d59bb6d409,0,-914.375,1826.708984,16,80
1,1,1,2,,-0.049,1,2024-07-31,1587,0,0,0,2,198,1,1,,369,-914.375,,7,31322.95,1,fa569e7a2411a003d039e1f71c1489b188085703,0,-914.375,1826.708984,16,80
2,11,2,2,,0.0714,1,2024-07-31,1588,,,,2,123,1,1,,370,,,39,9504.82,1,0aed3121d042005bf84af7277573ec3fdd242d07,,,,48,54
2,11,2,2,,0.0179,1,2024-07-31,1589,,,,2,123,1,1,,370,,,39,9504.82,1,480c7f8bb369cea37a3211c3a5870df6ddef4b85,,,,48,54
5,31,5,2,,-0.0637,1,2024-07-31,1590,,,,2,123,1,1,,370,,,39,9504.82,1,a0f02795bb98adb400d6688c64e8d984a7cc6c13,,,,48,54
4,29,2,2,,40.9486,1,2024-10-31,1591,,,,2,123,1,1,,370,,,39,9504.82,1,60c7a4dbc298b0849ea4d2ee13c74448b2826ded,,,,48,54
5,27,5,2,,-0.0014,1,2020-07-13,1592,,,,2,123,1,1,,370,,,39,9504.82,1,e994acd0cece8420adb447b9e1abb215dc28d5a9,,,,48,54
5,30,5,2,,-0.069,1,2020-07-13,1593,,,,2,123,1,1,,370,,,39,9504.82,1,0d0847522d0581af9252159aa67b348b39279d42,,,,48,54
5,30,5,2,,-0.1713,1,2017-08-07,1594,,,,2,123,1,1,,370,,,39,9504.82,1,ba80f188755f7e0fec030a6445ac5e6b948996d8,,,,48,54
5,37,5,2,,-1.474,1,2017-08-07,1595,,,,2,123,1,1,,370,,,39,9504.82,1,64cb914e9eac122f19598dc797f40967488ee5be,,,,48,54
5,30,5,2,,-0.1249,1,2020-09-23,1596,,,,2,123,1,1,,370,,,39,9504.82,1,b5636258613f921605bde708101aba3229c5f95c,,,,48,54
5,30,5,2,,-0.0859,1,2020-09-23,1597,,,,2,123,1,1,,370,,,39,9504.82,1,e421e9282dfe21f5b21701bcae9913559c7f6009,,,,48,54
1,3,1,2,,-0.1485,1,2020-09-23,1598,,,,8,215,1,1,,370,,,39,9504.82,1,6037e62cb779ea2c8ab5c325413b276c44fb3731,,,,48,54
3,12,3,2,,-12.5,2,2020-09-23,1599,,,,1,689,1,1,,370,,,39,9504.82,1,99c059ab0449dfb930351a54c70194b9d3ee2dd5,,,,48,54
1,7,1,2,,-3.5045,1,2023-03-31,1600,,,,1,690,1,1,,370,,,39,9504.82,1,74b4492d4dc412e890dbb6d8b3b278104e58fff1,,,,48,54
1,7,1,2,,-0.9666,1,2023-03-31,1601,,,,5,125,1,1,,370,,,39,9504.82,1,00963d46aef4aba48f9280067637da95521abe42,,,,48,54
1,1,1,2,,-0.2783,1,2023-03-31,1602,,,,5,125,1,1,,370,,,39,9504.82,1,d20bbfd6422f45be84cf04a2701224d18cb93f23,,,,48,54
1,1,1,2,,-11.0577,1,2024-03-29,1603,,,,17,250,1,1,,370,,,39,9504.82,1,c8a6f2efa4aaa64c8f916eb48d4fadba86939abf,,,,48,54
1,1,1,2,,-13.975,1,2019-08-14,1604,0,0,0,4,691,3,1,,371,-231.032,,35,1297.92,1,115a42638ea6d5721a18f82098773127f1ff8866,0,-231.032,0,19,203
1,1,1,2,,-0.3079,1,2019-08-14,1605,0,0,0,4,691,3,1,,371,-231.032,,35,1297.92,1,92f7a9fde7cf95d0b49e446fecdc5e65fe31f1cd,0,-231.032,0,19,203
2,11,2,2,,0.0541,1,2020-10-15,1606,0,0,0,2,685,3,1,,371,-231.032,,35,1297.92,1,a67826d2b698abaace18d71e3114f013657d7e19,0,-231.032,0,19,203
6,10,7,2,,-109.9999,2,2020-10-15,1607,0,0,0,2,685,3,1,,371,-231.032,,35,1297.92,1,5bacf844f035ea9919cbc916bd0089811f1271ba,0,-231.032,0,19,203
1,1,1,2,,-0.749,1,2020-10-15,1608,0,0,0,1,90,3,1,,371,-231.032,,35,1297.92,1,59283290b01df296e71b7a34798b5b3d3a6e220c,0,-231.032,0,19,203
1,1,1,2,,-1.7373,1,2021-02-22,1609,0,0,0,5,244,3,1,,371,-231.032,,35,1297.92,1,264e070e2858ccc39d8a22d65cbec3df0f2ddfa1,0,-231.032,0,19,203
1,7,1,2,,-0.1958,1,2021-02-22,1610,0,0,0,3,692,3,1,,372,-434.985,,35,1297.92,1,38e0bcceaaba8e0ae359102c93c7b2d18d4079d7,0,-434.985,1455.613867,19,203
1,1,1,2,,-5.4881,1,2021-02-22,1611,0,0,0,3,692,3,1,,372,-434.985,,35,1297.92,1,1c2ce4fad4aec3b2b705e5bc48c4ea9ef4fb1b2f,0,-434.985,1455.613867,19,203
2,11,2,2,,-0.0862,1,2021-02-22,1612,0,0,0,2,685,3,1,,372,-434.985,,35,1297.92,1,b9967d0510c1714f2a882ef24c0e873533ab0c67,0,-434.985,1455.613867,19,203
5,6,5,2,,-0.3268,1,2023-03-31,1613,0,0,0,2,685,3,1,,372,-434.985,,35,1297.92,1,4502332efebbb846253ed291e208524b37023d96,0,-434.985,1455.613867,19,203
1,7,1,2,,-0.5423,1,2018-07-16,1614,0,0,0,5,244,3,1,,372,-434.985,,35,1297.92,1,7ad151c2b9f9af5a470aa4ce3cb83281a16ad970,0,-434.985,1455.613867,19,203
1,1,1,2,,-5.9771,1,2018-07-16,1615,0,0,0,11,378,1,1,,373,-724.33125,,17,3360.28,1,575b87ce1d36134521924d1d8b107185fd44d33b,0,-724.33125,1122.713438,17,138
1,7,1,2,,-2.4764,1,2010-09-01,1616,0,0,0,1,693,1,1,,373,-724.33125,,17,3360.28,1,6ad31b00ea08df2a858036ceb0f79882a5c34e0e,0,-724.33125,1122.713438,17,138
