detected_at,dq_issue_id,issue_detail,issue_type,severity,source_business_key,source_table_name
2026-02-22 22:02:44,1614,funded_volume_in_cost_center: 4877861.0 vs 16838877.0 (source_row=4394),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1615,funded_units_by_vp: 19.0 vs 15.0 (source_row=4394),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1616,funded_volume_by_vp: 4443861.0 vs 10452980.0 (source_row=4394),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1617,rent_bom_amt: 2900.0 vs 5576.92 (source_row=4394),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1618,active_sales_hc: 3.0 vs 17.0 (source_row=4395),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1619,active_non_producing_sales_hc: 2.0 vs 12.0 (source_row=4395),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1620,funded_units_in_cost_center: 21.0 vs 27.0 (source_row=4395),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1621,funded_volume_in_cost_center: 4877861.0 vs 16838877.0 (source_row=4395),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1622,funded_units_by_vp: 19.0 vs 15.0 (source_row=4395),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1623,funded_volume_by_vp: 4443861.0 vs 10452980.0 (source_row=4395),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1624,rent_bom_amt: 2900.0 vs 5576.92 (source_row=4395),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1625,active_sales_hc: 3.0 vs 17.0 (source_row=4396),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1626,active_non_producing_sales_hc: 2.0 vs 12.0 (source_row=4396),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1627,funded_units_in_cost_center: 21.0 vs 27.0 (source_row=4396),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1628,funded_volume_in_cost_center: 4877861.0 vs 16838877.0 (source_row=4396),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1629,funded_units_by_vp: 19.0 vs 15.0 (source_row=4396),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1630,funded_volume_by_vp: 4443861.0 vs 10452980.0 (source_row=4396),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1631,rent_bom_amt: 2900.0 vs 5576.92 (source_row=4396),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1632,active_sales_hc: 3.0 vs 17.0 (source_row=4397),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1633,active_non_producing_sales_hc: 2.0 vs 12.0 (source_row=4397),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1634,funded_units_in_cost_center: 21.0 vs 27.0 (source_row=4397),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1635,funded_volume_in_cost_center: 4877861.0 vs 16838877.0 (source_row=4397),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1636,funded_units_by_vp: 19.0 vs 15.0 (source_row=4397),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1637,funded_volume_by_vp: 4443861.0 vs 10452980.0 (source_row=4397),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1638,rent_bom_amt: 2900.0 vs 5576.92 (source_row=4397),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1639,active_sales_hc: 5.0 vs 2.0 (source_row=4422),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 38, 4)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1640,active_non_producing_sales_hc: 1.0 vs 0.0 (source_row=4422),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 38, 4)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1641,funded_units_in_cost_center: 7.0 vs 4.0 (source_row=4422),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 38, 4)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1642,funded_volume_in_cost_center: 1986342.0 vs 2165693.0 (source_row=4422),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 38, 4)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1643,funded_volume_by_vp: 212192.0 vs 739018.0 (source_row=4422),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 38, 4)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1644,company_id: 1 vs 2 (source_row=4452),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1645,funded_units_in_cost_center: 2.0 vs 4.0 (source_row=4452),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1646,funded_volume_in_cost_center: 1312774.0 vs 4650900.0 (source_row=4452),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1647,active_sales_hc: 8.0 vs 5.0 (source_row=4452),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 153, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1648,active_non_producing_sales_hc: 6.0 vs 2.0 (source_row=4452),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 153, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1649,funded_units_in_cost_center: 2.0 vs 4.0 (source_row=4452),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 153, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1650,funded_volume_in_cost_center: 384200.0 vs 4650900.0 (source_row=4452),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 153, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1651,company_id: 1 vs 2 (source_row=4453),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1652,funded_units_in_cost_center: 2.0 vs 0.0 (source_row=4453),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1653,company_id: 1 vs 2 (source_row=4454),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1654,funded_units_in_cost_center: 2.0 vs 1.0 (source_row=4454),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1655,funded_volume_in_cost_center: 1312774.0 vs 742500.0 (source_row=4454),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1656,active_sales_hc: 31.0 vs 6.0 (source_row=4454),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 249, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1657,active_non_producing_sales_hc: 20.0 vs 5.0 (source_row=4454),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 249, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1658,funded_units_in_cost_center: 97.0 vs 1.0 (source_row=4454),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 249, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1659,funded_volume_in_cost_center: 24831632.51 vs 742500.0 (source_row=4454),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 249, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1660,rent_bom_amt: 17191.12 vs 11038.0 (source_row=4454),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 249, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1661,company_id: 1 vs 2 (source_row=4455),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1662,funded_units_in_cost_center: 2.0 vs 0.0 (source_row=4455),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1663,active_sales_hc: 19.0 vs 1.0 (source_row=4455),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 482, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1664,active_non_producing_sales_hc: 7.0 vs 1.0 (source_row=4455),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 482, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1665,funded_units_in_cost_center: 26.0 vs 0.0 (source_row=4455),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 482, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1666,funded_units_by_vp: 5.0 vs 0.0 (source_row=4455),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 482, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1667,company_id: 1 vs 2 (source_row=4456),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1668,funded_units_in_cost_center: 2.0 vs 0.0 (source_row=4456),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1669,company_id: 1 vs 2 (source_row=4457),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1670,funded_volume_in_cost_center: 1312774.0 vs 407956.0 (source_row=4457),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1671,active_sales_hc: 3.0 vs 7.0 (source_row=4457),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 451, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1672,active_non_producing_sales_hc: 1.0 vs 5.0 (source_row=4457),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 451, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1673,funded_units_in_cost_center: 5.0 vs 2.0 (source_row=4457),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 451, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1674,funded_volume_in_cost_center: 557826.0 vs 407956.0 (source_row=4457),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 451, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1675,funded_units_by_vp: 1.0 vs 0.0 (source_row=4457),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 451, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1676,rent_bom_amt: 1300.0 vs 350.0 (source_row=4457),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 451, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1677,company_id: 1 vs 2 (source_row=4458),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1678,funded_units_in_cost_center: 2.0 vs 0.0 (source_row=4458),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1679,company_id: 1 vs 2 (source_row=4459),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1680,funded_units_in_cost_center: 2.0 vs 0.0 (source_row=4459),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1681,company_id: 1 vs 2 (source_row=4460),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1682,funded_units_in_cost_center: 2.0 vs 5.0 (source_row=4460),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1683,funded_volume_in_cost_center: 1312774.0 vs 1308312.0 (source_row=4460),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1684,company_id: 1 vs 2 (source_row=4461),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1685,funded_units_in_cost_center: 2.0 vs 0.0 (source_row=4461),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1686,company_id: 1 vs 2 (source_row=4462),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1687,funded_units_in_cost_center: 2.0 vs 5.0 (source_row=4462),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1688,funded_volume_in_cost_center: 1312774.0 vs 1442500.0 (source_row=4462),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1689,company_id: 1 vs 2 (source_row=4463),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1690,funded_units_in_cost_center: 2.0 vs 3.0 (source_row=4463),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1691,funded_volume_in_cost_center: 1312774.0 vs 1080520.0 (source_row=4463),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1692,company_id: 1 vs 2 (source_row=4464),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1693,funded_units_in_cost_center: 2.0 vs 0.0 (source_row=4464),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1694,company_id: 1 vs 2 (source_row=4465),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1695,funded_units_in_cost_center: 2.0 vs 1.0 (source_row=4465),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1696,funded_volume_in_cost_center: 1312774.0 vs 683850.0 (source_row=4465),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1697,company_id: 1 vs 2 (source_row=4466),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1698,funded_units_in_cost_center: 2.0 vs 3.0 (source_row=4466),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1699,funded_volume_in_cost_center: 1312774.0 vs 686576.0 (source_row=4466),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1700,company_id: 1 vs 2 (source_row=4467),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1701,funded_units_in_cost_center: 2.0 vs 3.0 (source_row=4467),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1702,funded_volume_in_cost_center: 1312774.0 vs 686576.0 (source_row=4467),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1703,company_id: 1 vs 2 (source_row=4468),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1704,funded_units_in_cost_center: 2.0 vs 3.0 (source_row=4468),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1705,funded_volume_in_cost_center: 1312774.0 vs 686576.0 (source_row=4468),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1706,company_id: 1 vs 2 (source_row=4469),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1707,funded_units_in_cost_center: 2.0 vs 3.0 (source_row=4469),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1708,funded_volume_in_cost_center: 1312774.0 vs 2631709.0 (source_row=4469),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1709,company_id: 1 vs 2 (source_row=4470),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1710,funded_units_in_cost_center: 2.0 vs 162.0 (source_row=4470),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1711,funded_volume_in_cost_center: 1312774.0 vs 67445552.0 (source_row=4470),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1712,active_sales_hc: 5.0 vs 63.0 (source_row=4470),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 133, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1713,active_non_producing_sales_hc: 3.0 vs 34.0 (source_row=4470),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 133, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1714,funded_units_in_cost_center: 6.0 vs 162.0 (source_row=4470),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 133, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1715,funded_volume_in_cost_center: 1856875.0 vs 67445552.0 (source_row=4470),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 133, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1716,rent_bom_amt: 1800.0 vs 31322.95 (source_row=4470),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 133, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1717,company_id: 1 vs 2 (source_row=4471),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1718,funded_units_in_cost_center: 2.0 vs 23.0 (source_row=4471),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1719,funded_volume_in_cost_center: 1312774.0 vs 13028569.0 (source_row=4471),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1720,company_id: 1 vs 2 (source_row=4472),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1721,funded_units_in_cost_center: 2.0 vs 23.0 (source_row=4472),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1722,funded_volume_in_cost_center: 1312774.0 vs 13028569.0 (source_row=4472),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1723,active_sales_hc: 6.0 vs 21.0 (source_row=4472),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 128, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1724,active_non_producing_sales_hc: 5.0 vs 13.0 (source_row=4472),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 128, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1725,funded_units_in_cost_center: 1.0 vs 23.0 (source_row=4472),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 128, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1726,funded_volume_in_cost_center: 689512.0 vs 13028569.0 (source_row=4472),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 128, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1727,rent_bom_amt: 2667.0 vs -3427.9 (source_row=4472),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 128, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1728,company_id: 1 vs 2 (source_row=4473),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1729,funded_units_in_cost_center: 2.0 vs 0.0 (source_row=4473),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1730,company_id: 1 vs 2 (source_row=4474),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1731,funded_units_in_cost_center: 2.0 vs 80.0 (source_row=4474),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1732,funded_volume_in_cost_center: 1312774.0 vs 47935755.0 (source_row=4474),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1733,company_id: 1 vs 2 (source_row=4475),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1734,funded_units_in_cost_center: 2.0 vs 38.0 (source_row=4475),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1735,funded_volume_in_cost_center: 1312774.0 vs 10265552.0 (source_row=4475),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1736,company_id: 1 vs 2 (source_row=4476),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1737,funded_units_in_cost_center: 2.0 vs 0.0 (source_row=4476),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1738,company_id: 1 vs 2 (source_row=4477),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1739,funded_units_in_cost_center: 2.0 vs 3.0 (source_row=4477),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1740,funded_volume_in_cost_center: 1312774.0 vs 1101000.0 (source_row=4477),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1741,company_id: 1 vs 2 (source_row=4478),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1742,funded_units_in_cost_center: 2.0 vs 51.0 (source_row=4478),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1743,funded_volume_in_cost_center: 1312774.0 vs 29035667.0 (source_row=4478),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1744,company_id: 1 vs 2 (source_row=4479),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1745,funded_units_in_cost_center: 2.0 vs 37.0 (source_row=4479),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1746,funded_volume_in_cost_center: 1312774.0 vs 10224398.0 (source_row=4479),conflicting_deduped_fact_value,warning,"fact_loan_snapshot|(109, 1)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1747,active_sales_hc: 17.0 vs 21.0 (source_row=4479),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 316, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1748,active_non_producing_sales_hc: 8.0 vs 10.0 (source_row=4479),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 316, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:44,1749,funded_units_in_cost_center: 47.0 vs 37.0 (source_row=4479),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 316, 2)",Duke Data V4 (1).xlsx
